timestamp,decision,confidence,outcome,reflection
2024-03-07,HOLD,0.2333333333333333,hold,"[AAPL] Decision: HOLD, Conf: 0.23. Votes: [Short-Term: HOLD(0.0), Mid-Term: HOLD(0.5), Long-Term: HOLD(0.2)]. Value: $10,000.00"
2024-03-14,HOLD,0.3,hold,"[AAPL] Decision: HOLD, Conf: 0.30. Votes: [Short-Term: HOLD(0.2), Mid-Term: HOLD(0.5), Long-Term: HOLD(0.2)]. Value: $10,000.00"
2024-03-21,HOLD,0.2333333333333333,hold,"[AAPL] Decision: HOLD, Conf: 0.23. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.3), Long-Term: HOLD(0.3)]. Value: $10,000.00"
2024-03-28,HOLD,0.5,hold,"[AAPL] Decision: HOLD, Conf: 0.50. Votes: [Short-Term: HOLD(0.3), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-05,HOLD,0.6,hold,"[AAPL] Decision: HOLD, Conf: 0.60. Votes: [Short-Term: HOLD(0.6), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-12,HOLD,0.5,hold,"[AAPL] Decision: HOLD, Conf: 0.50. Votes: [Short-Term: BUY(0.8), Mid-Term: HOLD(0.6), Long-Term: BUY(0.7)]. Value: $10,000.00"
2024-04-19,HOLD,0.39999999999999997,hold,"[AAPL] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-26,HOLD,0.6,hold,"[AAPL] Decision: HOLD, Conf: 0.60. Votes: [Short-Term: HOLD(0.6), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-05-03,BUY,0.7333333333333334,trade_executed,"[AAPL] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,000.00"
2024-05-10,HOLD,0.4333333333333333,hold,"[AAPL] Decision: HOLD, Conf: 0.43. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.7), Long-Term: HOLD(0.6)]. Value: $10,194.63"
2024-05-17,HOLD,0.5,hold,"[AAPL] Decision: HOLD, Conf: 0.50. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.8), Long-Term: BUY(0.7)]. Value: $10,386.99"
2024-05-24,HOLD,0.39999999999999997,hold,"[AAPL] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,344.56"
2024-06-03,HOLD,0.39999999999999997,hold,"[AAPL] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,520.76"
2024-06-10,HOLD,0.6,hold,"[AAPL] Decision: HOLD, Conf: 0.60. Votes: [Short-Term: HOLD(0.6), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $11,038.03"
2024-06-17,HOLD,0.4333333333333333,hold,"[AAPL] Decision: HOLD, Conf: 0.43. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.7), Long-Term: HOLD(0.6)]. Value: $11,326.57"
2024-06-25,HOLD,0.4666666666666666,hold,"[AAPL] Decision: HOLD, Conf: 0.47. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.7), Long-Term: HOLD(0.7)]. Value: $11,284.54"
2024-07-02,HOLD,0.39999999999999997,hold,"[AAPL] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.6), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $11,619.96"
2024-07-10,BUY,0.7333333333333334,trade_executed,"[AAPL] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $11,863.25"
2024-07-17,HOLD,0.4666666666666666,hold,"[AAPL] Decision: HOLD, Conf: 0.47. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.7), Long-Term: HOLD(0.7)]. Value: $11,697.12"
2024-07-24,SELL,0.7666666666666666,trade_executed,"[AAPL] Decision: SELL, Conf: 0.77. Votes: [Short-Term: SELL(0.8), Mid-Term: SELL(0.8), Long-Term: SELL(0.7)]. Value: $11,369.27"
2024-07-31,HOLD,0.4333333333333333,hold,"[AAPL] Decision: HOLD, Conf: 0.43. Votes: [Short-Term: BUY(0.7), Mid-Term: SELL(0.8), Long-Term: BUY(0.6)]. Value: $11,379.22"
2024-08-07,HOLD,0.6,hold,"[AAPL] Decision: HOLD, Conf: 0.60. Votes: [Short-Term: BUY(0.6), Mid-Term: BUY(0.6), Long-Term: BUY(0.6)]. Value: $11,321.47"
2024-08-14,HOLD,0.5,hold,"[AAPL] Decision: HOLD, Conf: 0.50. Votes: [Short-Term: BUY(0.8), Mid-Term: HOLD(0.6), Long-Term: BUY(0.7)]. Value: $11,454.92"
2024-08-21,BUY,0.6999999999999998,trade_executed,"[AAPL] Decision: BUY, Conf: 0.70. Votes: [Short-Term: BUY(0.7), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $11,452.74"
2024-08-28,HOLD,0.5333333333333333,hold,"[AAPL] Decision: HOLD, Conf: 0.53. Votes: [Short-Term: SELL(0.8), Mid-Term: BUY(0.7), Long-Term: SELL(0.8)]. Value: $11,658.62"
2024-03-07,HOLD,0.26666666666666666,hold,"[GOOG] Decision: HOLD, Conf: 0.27. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.0), Long-Term: HOLD(0.2)]. Value: $10,000.00"
2024-03-14,HOLD,0.26666666666666666,hold,"[GOOG] Decision: HOLD, Conf: 0.27. Votes: [Short-Term: BUY(0.8), Mid-Term: HOLD(0.0), Long-Term: HOLD(0.2)]. Value: $10,000.00"
2024-03-21,HOLD,0.3,hold,"[GOOG] Decision: HOLD, Conf: 0.30. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.3)]. Value: $10,000.00"
2024-03-28,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: HOLD(0.6), Mid-Term: BUY(0.7), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-05,HOLD,0.4333333333333333,hold,"[GOOG] Decision: HOLD, Conf: 0.43. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.7)]. Value: $10,000.00"
2024-04-12,HOLD,0.19999999999999998,hold,"[GOOG] Decision: HOLD, Conf: 0.20. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.7), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-19,HOLD,0.4666666666666666,hold,"[GOOG] Decision: HOLD, Conf: 0.47. Votes: [Short-Term: SELL(0.7), Mid-Term: SELL(0.7), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-26,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: BUY(0.8), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-05-03,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: HOLD(0.6), Mid-Term: HOLD(0.6), Long-Term: BUY(0.7)]. Value: $10,000.00"
2024-05-10,HOLD,0.6333333333333333,hold,"[GOOG] Decision: HOLD, Conf: 0.63. Votes: [Short-Term: HOLD(0.6), Mid-Term: HOLD(0.7), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-05-17,HOLD,0.5,hold,"[GOOG] Decision: HOLD, Conf: 0.50. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: HOLD(0.4)]. Value: $10,000.00"
2024-05-24,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.6), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-06-03,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-06-10,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-06-17,HOLD,0.39999999999999997,hold,"[GOOG] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: BUY(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-06-25,BUY,0.7333333333333334,trade_executed,"[GOOG] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,000.00"
2024-07-02,HOLD,0.2333333333333333,hold,"[GOOG] Decision: HOLD, Conf: 0.23. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.7), Long-Term: HOLD(0.7)]. Value: $10,079.91"
2024-07-10,BUY,0.7333333333333334,trade_executed,"[GOOG] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,076.35"
2024-07-17,HOLD,0.5333333333333333,hold,"[GOOG] Decision: HOLD, Conf: 0.53. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.6), Long-Term: SELL(0.8)]. Value: $9,672.34"
2024-07-24,SELL,0.8000000000000002,trade_executed,"[GOOG] Decision: SELL, Conf: 0.80. Votes: [Short-Term: SELL(0.8), Mid-Term: SELL(0.8), Long-Term: SELL(0.8)]. Value: $9,169.33"
2024-07-31,HOLD,0.2333333333333333,hold,"[GOOG] Decision: HOLD, Conf: 0.23. Votes: [Short-Term: HOLD(0.6), Mid-Term: BUY(0.3), Long-Term: BUY(0.4)]. Value: $9,202.23"
2024-08-07,HOLD,0.5,hold,"[GOOG] Decision: HOLD, Conf: 0.50. Votes: [Short-Term: SELL(0.7), Mid-Term: SELL(0.8), Long-Term: BUY(0.6)]. Value: $9,116.13"
2024-08-14,HOLD,0.0,hold,"[GOOG] Decision: HOLD, Conf: 0.00. Votes: [Short-Term: BUY(0.4), Mid-Term: SELL(0.8), Long-Term: BUY(0.4)]. Value: $9,109.43"
2024-08-21,BUY,0.6666666666666666,trade_executed,"[GOOG] Decision: BUY, Conf: 0.67. Votes: [Short-Term: BUY(0.7), Mid-Term: BUY(0.7), Long-Term: BUY(0.6)]. Value: $9,132.63"
2024-08-28,HOLD,0.2333333333333333,hold,"[GOOG] Decision: HOLD, Conf: 0.23. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.6), Long-Term: HOLD(0.6)]. Value: $9,048.77"
2024-03-07,HOLD,0.16666666666666666,hold,"[MSFT] Decision: HOLD, Conf: 0.17. Votes: [Short-Term: HOLD(0.2), Mid-Term: HOLD(0.0), Long-Term: HOLD(0.3)]. Value: $10,000.00"
2024-03-14,HOLD,0.19999999999999998,hold,"[MSFT] Decision: HOLD, Conf: 0.20. Votes: [Short-Term: BUY(0.6), Mid-Term: HOLD(0.0), Long-Term: HOLD(0.2)]. Value: $10,000.00"
2024-03-21,HOLD,0.4666666666666666,hold,"[MSFT] Decision: HOLD, Conf: 0.47. Votes: [Short-Term: BUY(0.7), Mid-Term: BUY(0.7), Long-Term: HOLD(0.3)]. Value: $10,000.00"
2024-03-28,HOLD,0.39999999999999997,hold,"[MSFT] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-05,HOLD,0.39999999999999997,hold,"[MSFT] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: BUY(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-12,HOLD,0.39999999999999997,hold,"[MSFT] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: SELL(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-04-19,SELL,0.8000000000000002,trade_executed,"[MSFT] Decision: SELL, Conf: 0.80. Votes: [Short-Term: SELL(0.8), Mid-Term: SELL(0.8), Long-Term: SELL(0.8)]. Value: $10,000.00"
2024-04-26,HOLD,0.2333333333333333,hold,"[MSFT] Decision: HOLD, Conf: 0.23. Votes: [Short-Term: BUY(0.6), Mid-Term: SELL(0.7), Long-Term: HOLD(0.6)]. Value: $10,000.00"
2024-05-03,HOLD,0.4666666666666666,hold,"[MSFT] Decision: HOLD, Conf: 0.47. Votes: [Short-Term: BUY(0.7), Mid-Term: HOLD(0.7), Long-Term: BUY(0.7)]. Value: $10,000.00"
2024-05-10,BUY,0.7333333333333334,trade_executed,"[MSFT] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,000.00"
2024-05-17,HOLD,0.4666666666666666,hold,"[MSFT] Decision: HOLD, Conf: 0.47. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,219.57"
2024-05-24,HOLD,0.26666666666666666,hold,"[MSFT] Decision: HOLD, Conf: 0.27. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.8), Long-Term: HOLD(0.6)]. Value: $10,308.00"
2024-06-03,HOLD,0.5333333333333333,hold,"[MSFT] Decision: HOLD, Conf: 0.53. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.6), Long-Term: SELL(0.8)]. Value: $10,054.96"
2024-06-10,HOLD,0.39999999999999997,hold,"[MSFT] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: BUY(0.7), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.6)]. Value: $10,349.91"
2024-06-17,BUY,0.7333333333333334,trade_executed,"[MSFT] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,592.47"
2024-06-25,HOLD,0.4333333333333333,hold,"[MSFT] Decision: HOLD, Conf: 0.43. Votes: [Short-Term: SELL(0.8), Mid-Term: HOLD(0.6), Long-Term: HOLD(0.7)]. Value: $10,721.32"
2024-07-02,HOLD,0.19999999999999998,hold,"[MSFT] Decision: HOLD, Conf: 0.20. Votes: [Short-Term: SELL(0.8), Mid-Term: BUY(0.8), Long-Term: HOLD(0.6)]. Value: $10,911.93"
2024-07-10,HOLD,0.4333333333333333,hold,"[MSFT] Decision: HOLD, Conf: 0.43. Votes: [Short-Term: BUY(0.7), Mid-Term: HOLD(0.7), Long-Term: HOLD(0.6)]. Value: $10,777.55"
2024-07-17,SELL,0.8000000000000002,trade_executed,"[MSFT] Decision: SELL, Conf: 0.80. Votes: [Short-Term: SELL(0.8), Mid-Term: SELL(0.8), Long-Term: SELL(0.8)]. Value: $10,460.30"
2024-07-24,SELL,0.8000000000000002,trade_executed,"[MSFT] Decision: SELL, Conf: 0.80. Votes: [Short-Term: SELL(0.8), Mid-Term: SELL(0.8), Long-Term: SELL(0.8)]. Value: $10,363.03"
2024-07-31,HOLD,0.26666666666666666,hold,"[MSFT] Decision: HOLD, Conf: 0.27. Votes: [Short-Term: BUY(0.6), Mid-Term: SELL(0.8), Long-Term: HOLD(0.6)]. Value: $10,361.88"
2024-08-07,HOLD,0.39999999999999997,hold,"[MSFT] Decision: HOLD, Conf: 0.40. Votes: [Short-Term: HOLD(0.6), Mid-Term: BUY(0.6), Long-Term: BUY(0.6)]. Value: $10,349.11"
2024-08-14,BUY,0.6333333333333333,trade_executed,"[MSFT] Decision: BUY, Conf: 0.63. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.4), Long-Term: BUY(0.7)]. Value: $10,366.03"
2024-08-21,BUY,0.7333333333333334,trade_executed,"[MSFT] Decision: BUY, Conf: 0.73. Votes: [Short-Term: BUY(0.8), Mid-Term: BUY(0.7), Long-Term: BUY(0.7)]. Value: $10,278.80"
2024-08-28,HOLD,0.19999999999999998,hold,"[MSFT] Decision: HOLD, Conf: 0.20. Votes: [Short-Term: SELL(0.7), Mid-Term: BUY(0.7), Long-Term: HOLD(0.6)]. Value: $10,224.40"
